CustomerID,TransactionDate,TransactionAmount,Name,Email,Gender,Age,City,MaritalStatus,NumChildren,JoinDate
CUST10284,2022-01-02,661.81,Diya Sahni,jsani@hotmail.com,Male,55,Bangalore,Divorced,1,2021-05-08
CUST10123,2021-08-20,388.11,Onkar Chatterjee,latamahika@hotmail.com,Female,66,Jaipur,Divorced,0,2021-03-16
CUST10691,2023-04-21,2392.64,Anahi Jani,bbadami@hegde.org,Not Disclosed,42,Ahmedabad,Single,0,2022-08-23
CUST10380,2023-06-13,1521.71,Shlok Anand,pranayrout@bansal.com,Male,31,Pune,Divorced,0,2022-11-08
CUST10034,2024-07-18,695.36,Vedika Divan,uhayre@yahoo.com,Male,37,Kolkata,Divorced,1,2020-09-09
CUST10841,2024-07-28,176.46,Aradhya Kumar,dbhakta@gmail.com,Male,36,Delhi,Single,2,2024-03-17
CUST10295,2024-07-02,1590.58,Sumer Goel,vritikachowdhury@tailor.com,Male,43,Hyderabad,Single,0,2024-03-08
CUST10208,2023-09-07,1609.08,Anaya Chaudhry,kavya88@yahoo.com,Female,75,Pune,Divorced,0,2022-12-14
CUST10742,2024-01-13,1731.34,Kimaya Guha,daniayesha@deep-rana.com,Female,40,Bangalore,Widowed,2,2023-06-10
CUST10601,2024-08-15,705.14,Nirvaan Dewan,rhayre@vala.org,Female,56,Kolkata,Divorced,1,2023-12-16
CUST10111,2025-03-07,927.09,Myra Shere,vidur71@yahoo.com,Female,46,Bangalore,Widowed,4,2023-12-17
CUST10617,2023-05-19,211.94,Tiya Chauhan,lbhatti@agarwal-chand.com,Male,27,Hyderabad,Married,0,2022-05-18
CUST10834,2022-05-07,1894.81,Chirag Ahluwalia,mamootyagarwal@babu.org,Not Disclosed,54,Jaipur,Married,3,2021-04-16
CUST10750,2023-06-06,294.81,Ritvik Sharaf,taimursachar@hotmail.com,Female,41,Chennai,Divorced,2,2021-11-21
CUST10264,2022-10-29,716.29,Kartik Buch,hunarbhasin@master-lal.com,Male,43,Chennai,Married,0,2021-10-02
CUST10017,2023-01-22,993.21,Anay Dugal,aaina34@gmail.com,Female,41,Pune,Single,1,2022-08-03
CUST10264,2021-12-16,358.8,Kartik Buch,hunarbhasin@master-lal.com,Male,43,Chennai,Married,0,2021-10-02
CUST10981,2024-11-19,588.78,Siya Sunder,myra62@saha.info,Male,53,Ahmedabad,Single,0,2024-07-06
CUST10987,2022-09-19,1157.56,Jayan Wagle,ojas82@gmail.com,Not Disclosed,75,Bangalore,Widowed,4,2022-03-18
CUST10342,2021-05-14,1791.23,Sana Shere,adahbuch@hotmail.com,Not Disclosed,52,Chennai,Married,0,2020-11-27
CUST10113,2024-04-21,646.33,Seher Kade,xganesh@yahoo.com,Not Disclosed,36,Ahmedabad,Married,1,2021-09-02
CUST10408,2024-03-19,245.69,Reyansh Dey,jranganathan@hotmail.com,Male,19,Chennai,Widowed,1,2023-03-15
CUST10921,2023-12-27,882.23,Sahil Kannan,qborra@bumb.info,Not Disclosed,54,Jaipur,Married,2,2023-11-21
CUST10471,2024-08-12,1055.93,Drishya Sawhney,manneurvi@sibal.net,Male,43,Chennai,Married,1,2023-12-23
CUST10301,2023-01-06,380.64,Ishita Kade,jvig@bhatt-balasubramanian.com,Female,60,Jaipur,Divorced,3,2022-06-01
CUST10559,2021-01-31,400.22,Aaryahi Dave,wmander@gour.com,Male,23,Ahmedabad,Widowed,2,2021-01-13
CUST10286,2025-07-21,25.34,Pranay Uppal,hiran18@gmail.com,Male,69,Lucknow,Married,0,2024-02-03
CUST10381,2024-11-28,587.27,Suhana Talwar,agatevihaan@mangat-gala.biz,Not Disclosed,41,Chennai,Widowed,3,2023-07-03
CUST10147,2024-01-06,1266.87,Bhavin Garde,inaaya-rout@kohli.com,Female,73,Lucknow,Divorced,2,2023-04-11
CUST10504,2024-06-23,349.74,Aarav Tandon,nehmat24@baria.com,Male,74,Pune,Married,0,2022-07-13
CUST10059,2021-12-01,720.66,Zara Arora,mahajanritvik@sidhu.com,Male,38,Mumbai,Widowed,0,2021-10-13
CUST10106,2024-11-15,698.65,Arnav Goda,chandranrohan@hotmail.com,Female,63,Chennai,Widowed,1,2023-12-17
CUST10387,2023-12-14,535.84,Ojas Tata,bbhavsar@yahoo.com,Male,62,Jaipur,Widowed,4,2023-12-05
CUST10909,2024-03-16,597.13,Riaan Manne,samarbawa@mani.com,Not Disclosed,51,Jaipur,Widowed,1,2023-12-12
CUST10455,2022-04-19,1107.84,Kavya Dubey,deolnavya@bhalla.net,Male,66,Bangalore,Married,2,2020-10-08
CUST10941,2023-08-14,1388.29,Arhaan Bhattacharyya,ladojas@mahal.com,Male,22,Delhi,Married,1,2023-04-13
CUST10320,2023-01-13,58.28,Kartik Issac,sumer48@vohra-jaggi.net,Female,32,Hyderabad,Single,2,2022-11-13
CUST10911,2022-06-17,789.19,Samaira Ben,kaulojas@yahoo.com,Not Disclosed,52,Mumbai,Married,3,2022-04-09
CUST10007,2023-01-14,738.28,Zeeshan Salvi,ira51@saini-kumar.com,Not Disclosed,32,Pune,Widowed,1,2021-08-10
CUST10912,2024-09-15,189.0,Akarsh Ganesan,dasguptaira@gmail.com,Male,69,Mumbai,Married,1,2023-09-10
CUST10948,2025-06-07,387.9,Neelofar Date,jainyuvraj@sur-sastry.biz,Female,69,Pune,Single,1,2024-02-22
CUST10862,2024-11-25,1250.98,Zaina Acharya,pbadami@gmail.com,Not Disclosed,30,Kolkata,Widowed,2,2022-12-28
CUST10477,2023-06-23,2243.37,Pari Kala,himmatbanik@gmail.com,Not Disclosed,41,Mumbai,Divorced,2,2022-04-29
CUST10644,2024-08-02,214.53,Shray Ghose,nakuljohal@balay.com,Male,30,Ahmedabad,Widowed,4,2022-07-15
CUST10240,2025-04-01,1797.04,Advika Dani,kanttara@yahoo.com,Not Disclosed,75,Hyderabad,Married,1,2024-01-26
CUST10139,2023-01-23,2308.87,Tejas Wali,indransvala@yahoo.com,Male,60,Pune,Single,0,2022-08-19
CUST10321,2024-12-25,689.1,Ranbir Basu,zmanda@yohannan.com,Not Disclosed,57,Hyderabad,Widowed,2,2022-10-28
CUST10153,2025-04-01,102.97,Aarush Magar,qbuch@garg.com,Male,26,Bangalore,Widowed,1,2022-11-11
CUST10208,2025-07-22,282.01,Anaya Chaudhry,kavya88@yahoo.com,Female,75,Pune,Divorced,0,2022-12-14
CUST10496,2024-12-07,693.45,Ahana  Ratti,rhea32@rajagopalan-soman.org,Female,67,Bangalore,Divorced,0,2024-05-29
CUST10886,2024-01-06,554.87,Sara Balakrishnan,rameshcharvi@seshadri-arora.info,Male,23,Lucknow,Widowed,0,2023-07-17
CUST10175,2023-11-21,856.92,Keya Krishna,zbatra@upadhyay.com,Not Disclosed,62,Jaipur,Single,3,2022-07-27
CUST10926,2025-05-27,2950.5,Samarth Singhal,alisha62@gmail.com,Male,36,Ahmedabad,Widowed,1,2022-02-27
CUST10288,2025-01-07,1109.51,Misha Tailor,adhar@deol.com,Not Disclosed,38,Kolkata,Divorced,0,2023-11-06
CUST10352,2024-01-14,624.65,Ayesha Gill,aroratushar@brahmbhatt.biz,Female,55,Chennai,Married,1,2022-04-11
CUST10224,2024-10-16,1847.42,Mannat Sawhney,dasguptaromil@manda-jaggi.com,Male,48,Chennai,Married,1,2020-09-17
CUST10663,2023-03-10,484.22,Hunar Sangha,myra39@yahoo.com,Female,25,Ahmedabad,Divorced,0,2023-02-03
CUST10787,2024-05-17,3828.45,Pihu Dutta,jayan94@yahoo.com,Male,36,Mumbai,Divorced,2,2023-02-11
CUST10716,2025-06-26,568.21,Romil Shah,fkapoor@bala.biz,Not Disclosed,20,Bangalore,Divorced,1,2024-04-04
CUST10684,2025-04-24,69.48,Kashvi Hora,indranskohli@ghosh.info,Not Disclosed,22,Ahmedabad,Widowed,0,2023-10-17
CUST10908,2025-01-23,1285.68,Madhav Talwar,ekata@deshmukh.com,Male,30,Mumbai,Divorced,0,2024-01-16
CUST10212,2024-07-26,181.12,Indrajit D’Alia,shray09@kant.com,Not Disclosed,52,Kolkata,Widowed,0,2020-11-03
CUST10629,2024-02-25,180.61,Bhamini Rege,hegdeshray@yahoo.com,Female,46,Ahmedabad,Single,0,2023-09-22
CUST10970,2025-04-07,2344.42,Kashvi Wable,gbedi@yahoo.com,Male,59,Bangalore,Married,3,2022-03-10
CUST10062,2025-02-08,378.67,Vardaniya Setty,sabharwaluthkarsh@yahoo.com,Male,54,Delhi,Divorced,1,2022-04-10
CUST10618,2023-05-16,97.96,Trisha Chopra,zainadara@yahoo.com,Female,30,Bangalore,Married,2,2021-09-13
CUST10465,2023-03-07,508.06,Rasha Kashyap,shaaniruddh@gmail.com,Male,38,Hyderabad,Divorced,0,2022-07-21
CUST10812,2024-03-12,1512.95,Aaina Batra,taran18@hotmail.com,Female,20,Ahmedabad,Divorced,2,2023-06-11
CUST10282,2023-11-07,2396.44,Raghav Rao,rchoudhary@yahoo.com,Female,43,Lucknow,Widowed,0,2023-02-08
CUST10687,2023-05-01,1127.68,Dhanuk Thaker,mandervivaan@hotmail.com,Male,29,Delhi,Single,1,2023-01-19
CUST10693,2023-04-17,963.06,Drishya Tank,zaina23@hotmail.com,Female,63,Kolkata,Divorced,0,2020-08-04
CUST10474,2024-04-20,679.41,Lagan Sami,rtandon@hotmail.com,Not Disclosed,48,Lucknow,Widowed,2,2023-11-03
CUST10472,2025-06-15,745.65,Neysa Dubey,bbhavsar@hotmail.com,Female,27,Pune,Married,0,2024-05-24
CUST10481,2024-10-31,474.94,Ryan Suresh,geraraunak@hotmail.com,Male,54,Pune,Widowed,0,2021-11-18
CUST10373,2021-10-04,1011.97,Umang Date,miraya28@rana.com,Male,32,Delhi,Married,4,2021-09-28
CUST10437,2021-10-24,687.42,Yashvi Upadhyay,rati24@hotmail.com,Not Disclosed,19,Chennai,Married,1,2020-12-23
CUST10433,2024-11-21,394.04,Zaina Som,raunakbhatia@ahluwalia.org,Female,74,Chennai,Married,2,2024-07-11
CUST10069,2022-07-31,2298.7,Ivan Kulkarni,iyermyra@devi.com,Not Disclosed,48,Chennai,Single,0,2022-06-16
CUST10996,2024-10-01,3489.81,Arhaan Tara,qwali@mand-sood.com,Male,35,Delhi,Single,1,2022-07-24
CUST10964,2022-09-07,1845.44,Rania Manne,hridaan82@gmail.com,Male,73,Hyderabad,Divorced,0,2021-05-04
CUST10230,2024-03-12,1785.4,Ivan Mani,sakshamwalia@majumdar-badami.com,Male,64,Mumbai,Single,0,2023-02-18
CUST10352,2022-10-29,1307.27,Ayesha Gill,aroratushar@brahmbhatt.biz,Female,55,Chennai,Married,1,2022-04-11
CUST10963,2022-07-20,942.91,Jivin Kunda,divyanshsetty@srivastava-gole.com,Female,25,Lucknow,Divorced,2,2020-11-03
CUST10056,2024-05-17,2392.96,Uthkarsh Shere,evakanda@anne.org,Female,56,Jaipur,Divorced,1,2021-10-03
CUST10332,2024-04-20,599.96,Shamik Sandhu,khushi89@bhattacharyya-mangal.com,Female,28,Bangalore,Single,0,2022-01-25
CUST10106,2024-09-12,710.82,Arnav Goda,chandranrohan@hotmail.com,Female,63,Chennai,Widowed,1,2023-12-17
CUST10684,2024-03-28,838.11,Kashvi Hora,indranskohli@ghosh.info,Not Disclosed,22,Ahmedabad,Widowed,0,2023-10-17
CUST10392,2024-08-15,2088.7,Hansh Ahluwalia,mishagoel@hotmail.com,Male,56,Mumbai,Widowed,1,2023-03-15
CUST10558,2023-01-15,988.04,Rhea Gupta,sodhieshani@yahoo.com,Not Disclosed,23,Mumbai,Widowed,3,2022-05-12
CUST10732,2024-11-08,718.69,Samar Khare,yakshitbawa@savant-raval.biz,Female,70,Jaipur,Married,1,2021-08-17
CUST10710,2025-01-04,624.42,Divit Toor,saksham79@ram.biz,Not Disclosed,73,Mumbai,Widowed,1,2024-02-18
CUST10511,2025-01-09,1823.61,Vedika Sidhu,shaanbehl@gmail.com,Female,70,Pune,Divorced,2,2024-02-02
CUST10338,2024-07-15,1077.27,Shray Shah,kannandrishya@hegde.com,Not Disclosed,28,Jaipur,Married,3,2024-03-06
CUST10145,2025-04-22,750.1,Aarna Wable,nirvi09@yahoo.com,Not Disclosed,63,Jaipur,Divorced,1,2024-06-21
CUST10927,2024-04-19,2885.85,Stuvan Sarraf,damini60@yahoo.com,Female,66,Delhi,Single,0,2023-07-14
CUST10207,2024-01-12,1083.82,Aayush Badal,vardaniya09@gmail.com,Male,59,Bangalore,Widowed,0,2020-11-08
CUST10070,2024-02-11,703.63,Miraan Wali,darshit18@hotmail.com,Female,20,Mumbai,Single,2,2022-10-27
CUST10818,2022-12-14,132.54,Zara Cheema,mannevidur@yahoo.com,Female,21,Kolkata,Married,0,2020-09-13
CUST10274,2023-12-11,647.6,Zeeshan Sood,kulkarniamani@gmail.com,Female,61,Bangalore,Married,0,2023-07-13
CUST10508,2024-02-09,453.63,Ela Shan,adahsarkar@chaudhary.info,Female,59,Lucknow,Widowed,1,2022-08-09
CUST10905,2024-07-21,1797.48,Kanav Bala,arnav84@chandran.net,Female,50,Ahmedabad,Widowed,3,2024-04-22
CUST10498,2024-11-30,1166.75,Dhruv Vyas,biju36@sanghvi-dewan.com,Not Disclosed,32,Pune,Divorced,1,2023-05-29
CUST10479,2024-04-27,707.12,Raunak Borde,vdhaliwal@dora.net,Female,66,Chennai,Married,0,2021-09-18
CUST10326,2022-05-09,54.98,Anvi Butala,swalia@borra.com,Not Disclosed,22,Hyderabad,Widowed,0,2020-12-12
CUST10476,2024-10-04,1062.79,Ela Tara,nishith22@sathe-walia.com,Female,53,Jaipur,Widowed,0,2024-06-12
CUST10556,2023-06-18,462.02,Manjari Boase,tarabora@dani.com,Not Disclosed,57,Chennai,Single,0,2021-02-13
CUST10082,2024-09-21,1809.83,Kavya Dhawan,wbuch@borra.com,Not Disclosed,73,Delhi,Single,0,2024-05-09
CUST10504,2024-10-10,1477.53,Aarav Tandon,nehmat24@baria.com,Male,74,Pune,Married,0,2022-07-13
CUST10611,2024-11-15,1024.56,Indrajit Mahal,priyanshmadan@kothari.org,Female,37,Delhi,Widowed,2,2022-08-21
CUST10286,2024-08-24,683.84,Pranay Uppal,hiran18@gmail.com,Male,69,Lucknow,Married,0,2024-02-03
CUST10745,2025-07-27,757.71,Ira Chandran,nirvi73@ratta-sarma.com,Male,32,Hyderabad,Widowed,1,2023-02-28
CUST10559,2023-02-10,676.2,Aaryahi Dave,wmander@gour.com,Male,23,Ahmedabad,Widowed,2,2021-01-13
CUST10858,2024-06-20,130.06,Nitara Krish,abandi@dutta-mangat.com,Male,36,Delhi,Single,2,2023-12-30
CUST10660,2024-01-11,719.06,Madhup Kothari,samaira31@hotmail.com,Not Disclosed,51,Lucknow,Divorced,0,2021-05-04
CUST10116,2025-02-10,1035.48,Dhruv Kala,hazelkakar@bajwa-sachdev.com,Male,29,Ahmedabad,Married,1,2024-02-15
CUST10724,2022-05-09,581.35,Abram Tak,mannatguha@yahoo.com,Female,42,Ahmedabad,Single,0,2020-08-07
CUST10585,2024-11-08,675.84,Aniruddh Hans,nghose@issac.com,Female,72,Kolkata,Divorced,3,2024-04-28
CUST10827,2023-11-13,1524.0,Lakshay Ratti,gokulandra@ratti-anand.biz,Male,22,Hyderabad,Married,2,2022-09-18
CUST10835,2024-11-15,1203.71,Kimaya Sarraf,kohliumang@yahoo.com,Not Disclosed,55,Delhi,Widowed,2,2023-06-26
CUST10134,2025-01-27,672.59,Mahika Virk,rbath@hotmail.com,Not Disclosed,27,Kolkata,Divorced,2,2023-08-27
CUST10913,2024-12-19,266.67,Divit D’Alia,mannat51@devi.com,Male,41,Chennai,Married,0,2020-10-13
CUST10426,2022-10-11,1248.13,Sahil Shenoy,aaryahiahuja@yahoo.com,Male,46,Hyderabad,Married,2,2021-06-10
CUST10095,2022-06-13,404.92,Shray Bhatnagar,doctoryasmin@loke.com,Not Disclosed,26,Lucknow,Married,0,2020-12-27
CUST10760,2023-11-07,763.88,Hridaan Sule,ngara@sagar.com,Female,63,Mumbai,Single,1,2022-04-14
CUST10148,2024-05-15,1354.72,Anvi Yadav,lraval@sehgal-comar.com,Female,57,Hyderabad,Single,3,2023-01-20
CUST10935,2023-05-19,2567.44,Reyansh Sangha,majumdarnehmat@yahoo.com,Female,54,Pune,Divorced,4,2023-05-13
CUST10927,2024-12-03,624.32,Stuvan Sarraf,damini60@yahoo.com,Female,66,Delhi,Single,0,2023-07-14
CUST10834,2021-05-24,898.85,Chirag Ahluwalia,mamootyagarwal@babu.org,Not Disclosed,54,Jaipur,Married,3,2021-04-16
CUST10391,2025-02-04,409.97,Baiju Lal,johalyashvi@gmail.com,Female,56,Jaipur,Divorced,0,2024-07-13
CUST10098,2025-04-03,445.39,Himmat Bajwa,vardaniya39@hotmail.com,Female,50,Pune,Married,0,2023-12-25
CUST10433,2024-12-06,495.26,Zaina Som,raunakbhatia@ahluwalia.org,Female,74,Chennai,Married,2,2024-07-11
CUST10941,2025-01-07,824.77,Arhaan Bhattacharyya,ladojas@mahal.com,Male,22,Delhi,Married,1,2023-04-13
CUST10750,2023-02-04,327.08,Ritvik Sharaf,taimursachar@hotmail.com,Female,41,Chennai,Divorced,2,2021-11-21
CUST10570,2024-04-04,367.67,Advika Dyal,granganathan@sathe-dhar.org,Not Disclosed,26,Pune,Single,1,2021-03-29
CUST10223,2023-12-14,810.07,Sara Goswami,shlok12@yahoo.com,Female,58,Pune,Divorced,1,2023-05-03
CUST10969,2023-12-31,2760.95,Zeeshan Sood,anahita77@reddy.com,Not Disclosed,71,Bangalore,Single,0,2023-09-22
CUST10150,2025-04-23,457.52,Yakshit Madan,ideol@ahuja.biz,Male,68,Ahmedabad,Married,0,2022-05-31
CUST10003,2025-04-22,597.07,Vaibhav Sankar,bseshadri@choudhry.info,Male,62,Pune,Divorced,2,2022-11-17
CUST10573,2023-03-16,344.09,Bhavin Gade,badalaniruddh@dasgupta-aurora.com,Male,68,Pune,Divorced,0,2022-09-16
CUST10695,2021-12-22,358.28,Oorja Bassi,lmangal@dara.com,Not Disclosed,68,Chennai,Married,0,2021-04-05
CUST10632,2024-12-02,240.32,Pranay Comar,vsharma@gmail.com,Not Disclosed,19,Jaipur,Married,2,2023-09-13
CUST10115,2021-12-18,686.79,Samiha Arya,indrans71@sachar-sengupta.com,Male,58,Lucknow,Married,2,2021-03-18
CUST10957,2024-08-06,899.83,Yuvraj  Basu,sarakapur@hotmail.com,Male,40,Lucknow,Single,2,2024-05-18
CUST10849,2022-09-24,1058.43,Mohanlal Chandra,tiyasidhu@gola.com,Male,51,Mumbai,Single,4,2021-03-13
CUST10103,2022-07-26,1090.57,Aradhya Savant,krishram@yahoo.com,Female,28,Pune,Single,3,2020-08-31
CUST10083,2023-10-03,347.41,Nitya Madan,idatta@kashyap.com,Male,36,Chennai,Widowed,1,2022-03-22
CUST10660,2024-11-29,825.78,Madhup Kothari,samaira31@hotmail.com,Not Disclosed,51,Lucknow,Divorced,0,2021-05-04
CUST10338,2024-04-17,453.7,Shray Shah,kannandrishya@hegde.com,Not Disclosed,28,Jaipur,Married,3,2024-03-06
CUST10127,2022-12-28,481.81,Rasha Dave,raviheer@bakshi.com,Not Disclosed,56,Jaipur,Married,4,2021-02-12
CUST10693,2023-09-25,204.3,Drishya Tank,zaina23@hotmail.com,Female,63,Kolkata,Divorced,0,2020-08-04
CUST10596,2025-05-05,531.57,Vardaniya Lalla,wdani@hotmail.com,Male,49,Lucknow,Single,0,2024-06-20
CUST10572,2025-01-04,1322.08,Oorja Dua,navya64@andra.com,Male,52,Hyderabad,Divorced,2,2024-07-27
CUST10658,2023-04-16,957.58,Azad Yogi,rswamy@hotmail.com,Not Disclosed,59,Hyderabad,Widowed,1,2021-02-19
CUST10383,2025-01-14,778.78,Shray Som,berakimaya@hotmail.com,Not Disclosed,37,Lucknow,Widowed,2,2023-03-07
CUST10426,2023-02-06,3261.12,Sahil Shenoy,aaryahiahuja@yahoo.com,Male,46,Hyderabad,Married,2,2021-06-10
CUST10699,2023-02-01,526.93,Renee Bhat,tripathipriyansh@yahoo.com,Female,63,Mumbai,Single,0,2023-01-11
CUST10404,2025-05-16,1257.14,Vidur Dasgupta,riya24@yahoo.com,Not Disclosed,33,Hyderabad,Married,2,2023-02-09
CUST10076,2025-07-13,2801.34,Saanvi Chauhan,beramanikya@yahoo.com,Male,41,Delhi,Divorced,0,2021-08-06
CUST10423,2024-03-13,585.1,Kaira Grover,amirachaudhry@hotmail.com,Female,75,Delhi,Single,2,2021-04-05
CUST10879,2024-08-21,503.87,Priyansh Koshy,qvasa@din-edwin.com,Not Disclosed,74,Delhi,Married,2,2020-09-25
CUST10842,2025-06-29,1014.06,Sahil Rana,vgrewal@hotmail.com,Female,50,Hyderabad,Divorced,1,2024-04-10
CUST10868,2024-08-04,508.94,Rhea Kohli,prisha47@gmail.com,Male,21,Mumbai,Married,2,2023-10-09
CUST10870,2024-02-05,1536.52,Ojas Saini,tarinisankar@bera-kar.com,Not Disclosed,75,Ahmedabad,Single,2,2023-12-12
CUST10662,2025-03-15,915.45,Badal Mangal,chirag89@gmail.com,Female,65,Kolkata,Single,4,2024-06-11
CUST10461,2024-07-22,1056.65,Ira Balasubramanian,settymyra@yahoo.com,Female,53,Chennai,Married,1,2022-02-01
CUST10307,2025-06-10,1016.26,Amani Barman,ghosetiya@gmail.com,Male,50,Hyderabad,Widowed,0,2021-08-21
CUST10761,2021-08-14,765.0,Krish Gill,royaaryahi@hotmail.com,Male,28,Lucknow,Married,2,2020-09-18
CUST10797,2024-06-01,1596.85,Hansh Mannan,sumersamra@grewal.info,Female,59,Kolkata,Married,0,2022-12-06
CUST10446,2024-06-08,1762.74,Vihaan Kala,sgill@yahoo.com,Female,72,Jaipur,Divorced,1,2023-06-27
CUST10955,2023-08-01,1821.38,Zain Goel,karanzoya@rau.com,Female,70,Mumbai,Widowed,0,2022-05-19
CUST10451,2024-08-13,2000.55,Jivin Ranganathan,kabir79@kari.com,Male,32,Chennai,Divorced,0,2024-05-15
CUST10407,2023-12-19,848.5,Tiya Babu,tkamdar@jain-sood.com,Not Disclosed,37,Pune,Widowed,0,2022-03-04
CUST10637,2025-01-15,1222.69,Bhavin Mandal,tanyakrish@yahoo.com,Not Disclosed,42,Kolkata,Widowed,0,2024-06-05
CUST10557,2025-07-13,177.24,Lakshit Konda,anaya68@gmail.com,Male,74,Hyderabad,Single,2,2024-07-05
CUST10622,2025-05-09,975.19,Jivin Subramanian,stuvan73@hotmail.com,Female,50,Pune,Divorced,0,2024-06-07
CUST10136,2024-09-16,446.06,Jayant Dara,idevan@dass.com,Female,69,Kolkata,Divorced,0,2020-10-20
CUST10468,2022-06-06,2720.3,Anika Koshy,rajagopalansaira@hotmail.com,Female,45,Lucknow,Married,0,2021-10-26
CUST10618,2022-07-04,1433.71,Trisha Chopra,zainadara@yahoo.com,Female,30,Bangalore,Married,2,2021-09-13
CUST10489,2025-03-11,253.32,Indrans Gill,karitaran@rajagopalan.com,Female,25,Kolkata,Widowed,2,2024-05-25
CUST10396,2023-11-18,2562.18,Kismat Chaudry,yashvi62@kuruvilla.com,Male,34,Jaipur,Single,1,2023-01-28
CUST10882,2024-02-22,331.77,Prisha Sur,tanya22@tella-varty.com,Not Disclosed,45,Kolkata,Divorced,2,2020-09-29
CUST10108,2022-05-16,1256.18,Hrishita Tank,alisha42@hotmail.com,Not Disclosed,24,Ahmedabad,Single,4,2021-10-10
CUST10340,2023-09-21,2230.61,Pari Lad,arnavramakrishnan@hotmail.com,Male,60,Bangalore,Married,1,2021-07-09
CUST10284,2022-09-15,512.95,Diya Sahni,jsani@hotmail.com,Male,55,Bangalore,Divorced,1,2021-05-08
CUST10641,2021-12-01,2220.53,Jayan Dixit,zoya79@kumar.com,Female,64,Lucknow,Widowed,2,2021-10-14
CUST10850,2022-03-09,2443.9,Lakshay Jain,nakulthaker@bora-rana.org,Not Disclosed,74,Hyderabad,Divorced,0,2021-06-20
CUST10144,2025-01-28,831.46,Emir Mand,farhansoni@gmail.com,Not Disclosed,65,Mumbai,Married,0,2024-07-08
CUST10271,2022-07-05,794.81,Zain Kamdar,kiaanbali@gmail.com,Female,52,Ahmedabad,Divorced,1,2022-01-21
CUST10674,2021-09-05,1064.63,Anay Mangat,babusiya@johal.com,Male,29,Chennai,Single,1,2021-05-09
CUST10044,2023-01-09,658.38,Riya Venkataraman,vanya17@maharaj-dass.net,Male,18,Jaipur,Single,1,2021-03-31
CUST10096,2021-12-28,865.98,Purab Gaba,bordesamar@gaba.org,Female,43,Lucknow,Widowed,0,2021-12-06
CUST10799,2025-02-28,983.19,Armaan Lala,madhuprana@dhaliwal.org,Not Disclosed,34,Hyderabad,Divorced,2,2023-11-01
CUST10977,2024-09-08,647.4,Myra Krishnan,rjaggi@yahoo.com,Not Disclosed,27,Ahmedabad,Widowed,3,2023-08-29
CUST10170,2024-08-14,900.38,Oorja Sampath,xdevan@kade.info,Not Disclosed,71,Bangalore,Single,3,2023-04-16
CUST10749,2023-05-23,2381.92,Anaya Batra,mallickkabir@yahoo.com,Female,70,Jaipur,Married,0,2021-05-22
CUST10674,2024-11-12,1824.89,Anay Mangat,babusiya@johal.com,Male,29,Chennai,Single,1,2021-05-09
CUST10036,2024-10-11,1549.02,Nitara Gokhale,hrishitachawla@yahoo.com,Not Disclosed,31,Lucknow,Widowed,2,2023-11-19
CUST10004,2023-08-29,1184.93,Shray D’Alia,bdhillon@toor-mall.com,Male,55,Delhi,Divorced,0,2022-12-04
CUST10902,2024-11-13,113.67,Lavanya Buch,zkrish@hotmail.com,Female,21,Delhi,Divorced,2,2023-08-05
CUST10334,2023-03-14,854.56,Anay Mandal,mishti82@din.com,Not Disclosed,50,Kolkata,Single,3,2021-10-17
CUST10346,2023-05-19,250.77,Divit Kaur,balakrishnanpurab@gmail.com,Not Disclosed,74,Lucknow,Single,1,2021-04-23
CUST10042,2024-12-03,1343.07,Hridaan Tara,emir89@yahoo.com,Male,37,Delhi,Single,1,2021-05-03
CUST10165,2022-03-24,813.93,Mamooty Dixit,ayesha84@kurian.com,Female,74,Kolkata,Divorced,3,2022-02-03
CUST10431,2024-01-03,1140.41,Devansh Sarin,ngoswami@gmail.com,Not Disclosed,73,Lucknow,Widowed,3,2022-10-03
CUST10449,2025-04-29,622.63,Samaira Chopra,walishalv@bassi-bhat.net,Female,38,Lucknow,Widowed,0,2021-10-01
CUST10633,2023-05-24,1067.38,Yasmin Soni,nishithgoda@sehgal.info,Male,71,Jaipur,Single,0,2023-01-13
CUST10017,2022-09-10,89.42,Anay Dugal,aaina34@gmail.com,Female,41,Pune,Single,1,2022-08-03
CUST10441,2021-01-12,599.6,Faiyaz Dua,manikyalad@hotmail.com,Male,35,Pune,Divorced,0,2020-09-27
CUST10562,2020-09-13,197.33,Dhanuk Sehgal,obhat@karpe.com,Not Disclosed,48,Pune,Married,0,2020-08-28
CUST10579,2025-06-17,352.01,Onkar Ramachandran,gbhargava@hotmail.com,Male,73,Hyderabad,Single,1,2024-07-05
CUST10411,2024-04-01,1892.41,Mahika Sem,seherkalita@yahoo.com,Female,66,Delhi,Widowed,0,2023-10-13
CUST10125,2024-10-15,259.53,Nakul Gara,seherwable@saran.com,Female,39,Lucknow,Widowed,0,2022-02-20
CUST10893,2023-03-30,2178.44,Emir Guha,darshitchopra@dugar.com,Male,29,Lucknow,Single,1,2021-11-21
CUST10695,2023-12-08,933.52,Oorja Bassi,lmangal@dara.com,Not Disclosed,68,Chennai,Married,0,2021-04-05
CUST10404,2024-06-23,1268.37,Vidur Dasgupta,riya24@yahoo.com,Not Disclosed,33,Hyderabad,Married,2,2023-02-09
CUST10058,2022-04-22,1492.01,Pihu Kapoor,ayesha61@mangal.com,Not Disclosed,67,Pune,Married,1,2021-11-24
