CustomerID,Name,Email,Gender,Age,City,MaritalStatus,NumChildren,JoinDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST10182,Tiya Rau,tanya68@mangat-srivastava.org,Female,60,Bangalore,Widowed,2,2020-09-25,8,32,34487.06,5,5,5,555,Best Customers
CUST10183,Rhea Chada,ibarman@yahoo.com,Female,19,Jaipur,Divorced,0,2020-12-05,2,26,27556.79,5,4,4,544,Loyal Customers
CUST10184,Miraan Cheema,saira70@kunda.com,Female,23,Ahmedabad,Single,3,2022-12-01,74,25,30228.38,2,4,5,245,Big Spenders
CUST10185,Ira Dugar,ela20@yahoo.com,Male,64,Ahmedabad,Divorced,2,2024-01-26,9,23,19254.17,5,3,2,532,Other
CUST10186,Yasmin Shenoy,dugarzeeshan@bumb.com,Female,68,Kolkata,Single,3,2024-01-14,27,22,25731.73,3,2,4,324,Other
CUST10187,Kabir Zacharia,farhanraj@raj.com,Female,24,Kolkata,Married,1,2023-08-01,14,30,37627.78,4,5,5,455,Loyal Customers
CUST10188,Amira Chaudhari,amani59@goel.com,Male,39,Chennai,Widowed,4,2023-08-23,1,24,22906.42,5,3,3,533,Other
CUST10189,Arhaan Butala,agrawalmanikya@gmail.com,Not Disclosed,48,Delhi,Married,2,2020-08-19,75,18,17311.5,2,1,1,211,Lost Customers
CUST10190,Arhaan Lalla,ahana-dhawan@korpal.com,Female,51,Jaipur,Single,3,2022-10-21,133,26,21310.69,1,4,2,142,At Risk
CUST10191,Neysa Bansal,kanavsani@dixit.org,Female,65,Bangalore,Married,1,2021-12-15,12,20,19792.84,4,2,2,422,Other
CUST10192,Akarsh Kohli,sahnimishti@salvi.biz,Not Disclosed,38,Delhi,Widowed,1,2022-08-04,60,24,26193.06,2,3,4,234,At Risk
CUST10193,Shayak Bansal,ratikurian@yahoo.com,Not Disclosed,22,Mumbai,Divorced,2,2024-02-04,94,24,26881.66,1,3,4,134,At Risk
CUST10194,Kismat Sangha,rbutala@hotmail.com,Not Disclosed,52,Chennai,Widowed,0,2024-02-26,16,26,23410.05,4,4,3,443,Loyal Customers
CUST10195,Jivika Singhal,onkar40@hotmail.com,Female,35,Chennai,Single,1,2024-01-22,10,30,28863.54,5,5,5,555,Best Customers
CUST10196,Vardaniya Karnik,mehul87@gmail.com,Male,38,Chennai,Divorced,1,2023-10-18,6,35,37738.94,5,5,5,555,Best Customers
CUST10197,Shamik Sarin,bvenkataraman@rege.com,Female,35,Pune,Widowed,3,2023-07-20,7,26,26897.07,5,4,4,544,Loyal Customers
CUST10198,Onkar Sheth,uthkarsh05@dubey-raja.com,Not Disclosed,42,Delhi,Single,0,2024-04-12,17,15,10974.66,4,1,1,411,Other
CUST10199,Shalv Bhasin,vanyasant@jayaraman-ramanathan.com,Not Disclosed,49,Lucknow,Divorced,2,2021-06-17,43,26,28694.82,2,4,5,245,Big Spenders
CUST10200,Nayantara Sarma,romil46@lall-kashyap.com,Not Disclosed,54,Chennai,Divorced,4,2021-07-25,7,24,22765.35,5,3,3,533,Other
CUST10201,Yuvraj  D’Alia,mohanlalchoudhury@saxena.biz,Not Disclosed,41,Kolkata,Divorced,1,2024-07-28,9,37,32752.44,5,5,5,555,Best Customers
CUST10202,Saira Doctor,sawhneyrenee@hotmail.com,Female,52,Jaipur,Married,0,2021-06-20,21,17,15720.88,4,1,1,411,Other
CUST10203,Charvi Chada,goyaladira@garg.net,Female,61,Hyderabad,Married,3,2021-11-18,139,28,28432.83,1,5,5,155,Big Spenders
CUST10204,Lavanya Bhalla,aaryahi04@gmail.com,Male,67,Kolkata,Single,2,2022-08-28,7,23,25724.35,5,3,4,534,Other
CUST10205,Farhan Krishna,adira53@behl.net,Not Disclosed,61,Ahmedabad,Single,0,2023-04-17,55,24,26565.7,2,3,4,234,At Risk
CUST10206,Hansh Dhingra,chopraaarav@balasubramanian.com,Male,58,Lucknow,Single,3,2022-10-05,59,27,26817.06,2,4,4,244,At Risk
CUST10207,Aayush Badal,vardaniya09@gmail.com,Male,59,Bangalore,Widowed,0,2020-11-08,11,26,28952.6,4,4,5,445,Loyal Customers
CUST10208,Anaya Chaudhry,kavya88@yahoo.com,Female,75,Pune,Divorced,0,2022-12-14,8,16,17657.55,5,1,1,511,New Customers
CUST10209,Jivin Cheema,darivana@hotmail.com,Male,56,Pune,Married,1,2024-05-09,30,19,16856.76,3,2,1,321,Other
CUST10210,Shalv Gade,anandjivika@gmail.com,Not Disclosed,41,Jaipur,Married,2,2022-07-02,176,27,18133.04,1,4,1,141,At Risk
CUST10211,Tara Chanda,jayeshdoshi@balan.com,Not Disclosed,22,Ahmedabad,Widowed,0,2022-09-22,55,32,25814.05,2,5,4,254,At Risk
CUST10212,Indrajit D’Alia,shray09@kant.com,Not Disclosed,52,Kolkata,Widowed,0,2020-11-03,18,22,17665.76,4,2,1,421,Other
CUST10213,Fateh Balakrishnan,shenoysamiha@bassi.com,Not Disclosed,74,Jaipur,Widowed,0,2023-05-27,29,26,28117.87,3,4,5,345,Big Spenders
CUST10214,Riya Date,sairababu@hotmail.com,Female,18,Hyderabad,Divorced,2,2024-07-25,38,26,29119.83,3,4,5,345,Big Spenders
CUST10215,Shaan Gill,qsinghal@hotmail.com,Not Disclosed,18,Jaipur,Single,2,2021-08-24,29,24,25493.96,3,3,4,334,Other
CUST10216,Dhruv Kala,vvyas@ramakrishnan.com,Not Disclosed,74,Chennai,Divorced,1,2022-03-15,122,24,20627.49,1,3,2,132,At Risk
CUST10217,Trisha Sur,hazel45@yahoo.com,Not Disclosed,70,Jaipur,Widowed,2,2021-08-05,5,26,27910.2,5,4,5,545,Loyal Customers
CUST10218,Tejas Goda,gkeer@gmail.com,Not Disclosed,37,Pune,Divorced,0,2022-04-25,20,23,23642.45,4,3,3,433,Other
CUST10219,Romil Chad,irasawhney@hotmail.com,Female,55,Bangalore,Married,0,2022-02-24,76,17,21800.85,2,1,3,213,Lost Customers
CUST10220,Amira Roy,ishaanbaral@date.com,Male,45,Lucknow,Single,1,2021-03-18,3,38,30040.29,5,5,5,555,Best Customers
CUST10221,Anika Dubey,jbose@wali-kar.com,Female,36,Mumbai,Single,3,2021-04-21,100,33,28872.22,1,5,5,155,Big Spenders
CUST10222,Piya Dugar,anviloke@bajaj.com,Male,42,Ahmedabad,Widowed,0,2024-03-02,119,21,20515.54,1,2,2,122,Lost Customers
CUST10223,Sara Goswami,shlok12@yahoo.com,Female,58,Pune,Divorced,1,2023-05-03,35,25,26611.33,3,4,4,344,Other
CUST10224,Mannat Sawhney,dasguptaromil@manda-jaggi.com,Male,48,Chennai,Married,1,2020-09-17,255,17,19854.87,1,1,2,112,Lost Customers
CUST10225,Mehul Dhillon,divitbir@gour.com,Male,29,Ahmedabad,Divorced,3,2022-02-07,3,20,18310.12,5,2,2,522,Other
CUST10226,Manikya Barad,cvenkataraman@hotmail.com,Not Disclosed,68,Ahmedabad,Widowed,0,2021-03-04,115,24,22484.42,1,3,3,133,At Risk
CUST10227,Jivin Kunda,adahsuri@gmail.com,Not Disclosed,36,Kolkata,Divorced,1,2022-10-01,4,25,26177.49,5,4,4,544,Loyal Customers
CUST10228,Manikya Singh,trishachawla@bumb.com,Female,31,Pune,Widowed,2,2021-10-02,18,18,18761.56,4,1,2,412,Other
CUST10229,Vardaniya Gole,parinaazsarin@bassi.com,Male,22,Bangalore,Married,4,2021-05-10,109,28,25941.54,1,5,4,154,At Risk
CUST10230,Ivan Mani,sakshamwalia@majumdar-badami.com,Male,64,Mumbai,Single,0,2023-02-18,97,26,26053.58,1,4,4,144,At Risk
CUST10231,Charvi Mammen,aradhyabandi@hotmail.com,Female,67,Delhi,Widowed,2,2024-03-15,33,26,30189.9,3,4,5,345,Big Spenders
CUST10232,Lavanya Dutt,agara@deep.com,Male,71,Mumbai,Single,1,2021-12-06,72,20,18169.69,2,2,2,222,Lost Customers
CUST10233,Shaan Chowdhury,ojas47@yahoo.com,Male,53,Hyderabad,Widowed,1,2020-08-27,78,29,21753.15,1,5,3,153,At Risk
CUST10234,Ishaan Ravel,bhardwajadah@yahoo.com,Not Disclosed,24,Jaipur,Widowed,2,2020-08-16,20,29,25985.53,4,5,4,454,Loyal Customers
CUST10235,Ranbir Gokhale,mahika42@yahoo.com,Not Disclosed,25,Ahmedabad,Divorced,0,2024-07-08,62,15,18960.97,2,1,2,212,Lost Customers
CUST10236,Divit Issac,vivaankar@gmail.com,Not Disclosed,72,Mumbai,Married,2,2021-03-07,33,25,25533.07,3,4,4,344,Other
CUST10237,Rasha Dara,dhanushshanker@bahl.net,Male,73,Kolkata,Single,2,2024-02-12,4,26,23003.62,5,4,3,543,Loyal Customers
CUST10238,Rati Gade,aissac@majumdar-sengupta.net,Female,61,Jaipur,Widowed,3,2022-07-31,25,23,18026.81,3,3,1,331,Other
CUST10239,Ivan Rajagopalan,trivedisamaira@yahoo.com,Male,56,Pune,Single,0,2024-02-09,41,25,24657.65,3,4,4,344,Other
CUST10240,Advika Dani,kanttara@yahoo.com,Not Disclosed,75,Hyderabad,Married,1,2024-01-26,30,26,31716.04,3,4,5,345,Big Spenders
CUST10241,Himmat Kant,jiya52@korpal.org,Female,65,Jaipur,Divorced,3,2021-05-28,1,24,23078.56,5,3,3,533,Other
CUST10242,Ahana  Sagar,yakshitkaul@dugar.com,Not Disclosed,75,Jaipur,Married,2,2021-07-27,15,22,22193.59,4,2,3,423,Other
CUST10243,Hansh Chana,ishitasastry@yahoo.com,Not Disclosed,39,Pune,Single,0,2021-04-18,235,22,20192.31,1,2,2,122,Lost Customers
CUST10244,Diya Majumdar,elakshirandhawa@hotmail.com,Not Disclosed,60,Chennai,Divorced,0,2022-07-26,6,25,25126.35,5,4,4,544,Loyal Customers
CUST10245,Raunak Samra,talwarshlok@kala.net,Not Disclosed,46,Ahmedabad,Single,0,2021-11-20,76,25,24918.34,2,4,4,244,At Risk
CUST10246,Miraya Wali,itandon@yahoo.com,Female,35,Hyderabad,Widowed,0,2023-09-13,29,17,18971.76,3,1,2,312,Other
CUST10247,Baiju Basak,luthravidur@kapadia.com,Female,30,Kolkata,Single,1,2022-02-14,11,21,20336.21,4,2,2,422,Other
CUST10248,Elakshi Varkey,kiarakar@hayer-dhillon.com,Not Disclosed,50,Bangalore,Widowed,0,2022-08-05,56,29,28416.74,2,5,5,255,Big Spenders
CUST10249,Kismat Deshpande,mallbiju@bali.info,Female,62,Ahmedabad,Divorced,1,2023-11-16,10,34,36299.34,5,5,5,555,Best Customers
CUST10250,Ahana  Ganesh,vbala@dewan-jayaraman.info,Female,41,Lucknow,Widowed,0,2024-03-10,55,16,18388.43,2,1,2,212,Lost Customers
CUST10251,Ivan Iyer,jkrishnan@yahoo.com,Male,56,Bangalore,Widowed,1,2021-12-25,34,26,24794.8,3,4,4,344,Other
CUST10252,Hiran Ramaswamy,vedikatak@wali.com,Male,50,Chennai,Married,2,2021-03-12,93,23,20494.03,1,3,2,132,At Risk
CUST10253,Aarna Bal,umangmammen@yahoo.com,Male,38,Lucknow,Widowed,1,2021-01-05,75,21,18394.41,2,2,2,222,Lost Customers
CUST10254,Vivaan Amble,csehgal@yahoo.com,Male,26,Bangalore,Divorced,0,2024-07-24,9,22,19834.68,5,2,2,522,Other
CUST10255,Nayantara Mannan,suhana42@gmail.com,Not Disclosed,52,Mumbai,Married,2,2023-09-22,67,17,15826.8,2,1,1,211,Lost Customers
CUST10256,Alia Bose,luthragatik@hotmail.com,Male,54,Hyderabad,Divorced,1,2022-08-28,108,20,15676.9,1,2,1,121,Lost Customers
CUST10257,Bhamini Sandhu,jhanvi97@yahoo.com,Male,67,Mumbai,Divorced,2,2021-12-05,19,27,25727.93,4,4,4,444,Loyal Customers
CUST10258,Heer Chopra,heerchaudhry@das.com,Male,23,Hyderabad,Divorced,2,2022-08-20,1,28,27262.46,5,5,4,554,Loyal Customers
CUST10259,Shalv Kadakia,taran59@wadhwa.biz,Female,35,Lucknow,Widowed,0,2024-06-04,7,26,29175.21,5,4,5,545,Loyal Customers
CUST10260,Mamooty Dugar,xsami@gmail.com,Female,40,Bangalore,Single,0,2021-06-18,13,21,25294.31,4,2,4,424,Other
CUST10261,Nehmat Yohannan,mehulbali@hotmail.com,Male,61,Lucknow,Single,1,2020-08-11,171,13,14372.08,1,1,1,111,Lost Customers
CUST10262,Lagan Savant,kallaaarush@yahoo.com,Male,64,Delhi,Divorced,1,2021-12-08,37,23,17247.75,3,3,1,331,Other
CUST10263,Indrans Bhalla,hridaan66@madan-viswanathan.net,Female,51,Mumbai,Divorced,0,2020-12-20,26,30,31098.39,3,5,5,355,Big Spenders
CUST10264,Kartik Buch,hunarbhasin@master-lal.com,Male,43,Chennai,Married,0,2021-10-02,19,25,21797.74,4,4,3,443,Loyal Customers
CUST10265,Shamik Raman,akarshgola@gmail.com,Female,35,Mumbai,Divorced,4,2022-05-29,15,26,31026.35,4,4,5,445,Loyal Customers
CUST10266,Rania Kothari,sachdevdhruv@gmail.com,Male,40,Bangalore,Divorced,1,2021-07-15,11,12,15172.89,4,1,1,411,Other
CUST10267,Jivika Bora,rhea24@ghosh.info,Not Disclosed,54,Lucknow,Widowed,1,2022-11-03,126,24,22989.25,1,3,3,133,At Risk
CUST10268,Kiaan Sem,prishasur@sen.com,Not Disclosed,43,Ahmedabad,Married,2,2020-09-13,76,26,24084.6,2,4,3,243,At Risk
CUST10269,Ela Chandra,talwarzaina@verma.com,Not Disclosed,26,Mumbai,Single,0,2020-10-02,29,28,27376.14,3,5,4,354,Other
CUST10270,Saanvi Mani,hridaan65@hotmail.com,Male,75,Kolkata,Divorced,1,2021-01-07,58,25,23137.39,2,4,3,243,At Risk
CUST10271,Zain Kamdar,kiaanbali@gmail.com,Female,52,Ahmedabad,Divorced,1,2022-01-21,111,23,19122.53,1,3,2,132,At Risk
CUST10272,Akarsh Dara,nsrinivasan@yahoo.com,Female,63,Delhi,Divorced,0,2021-08-02,70,17,18281.28,2,1,2,212,Lost Customers
CUST10273,Baiju Chadha,kalevedika@johal-bhatti.com,Not Disclosed,41,Jaipur,Single,2,2022-12-27,136,25,20051.49,1,4,2,142,At Risk
CUST10274,Zeeshan Sood,kulkarniamani@gmail.com,Female,61,Bangalore,Married,0,2023-07-13,84,24,26545.71,1,3,4,134,At Risk
CUST10275,Keya Balan,trivedinirvaan@hotmail.com,Not Disclosed,27,Hyderabad,Widowed,2,2023-07-03,22,23,25884.08,4,3,4,434,Other
CUST10276,Adira Borde,hansh24@keer.com,Female,41,Ahmedabad,Married,0,2023-04-18,14,17,16685.07,4,1,1,411,Other
CUST10277,Suhana Sunder,keerinaaya@hotmail.com,Female,71,Pune,Widowed,0,2022-08-18,24,15,15207.33,4,1,1,411,Other
CUST10278,Gokul Luthra,hdara@yahoo.com,Not Disclosed,27,Ahmedabad,Divorced,2,2022-09-15,18,10,9333.33,4,1,1,411,Other
CUST10279,Advika Bhardwaj,kiararamaswamy@goyal.com,Not Disclosed,56,Mumbai,Single,3,2022-08-09,33,25,22648.98,3,4,3,343,Other
CUST10280,Faiyaz Sant,kundaadah@bath.info,Not Disclosed,26,Kolkata,Single,1,2021-01-09,20,13,17175.13,4,1,1,411,Other
CUST10281,Kaira Kala,cratti@hotmail.com,Female,56,Kolkata,Divorced,3,2023-03-05,41,15,15444.86,3,1,1,311,Other
CUST10282,Raghav Rao,rchoudhary@yahoo.com,Female,43,Lucknow,Widowed,0,2023-02-08,10,23,24158.98,5,3,3,533,Other
CUST10283,Ahana  Loke,drishya27@divan-master.org,Female,67,Mumbai,Single,2,2023-11-14,78,15,17883.73,1,1,1,111,Lost Customers
CUST10284,Diya Sahni,jsani@hotmail.com,Male,55,Bangalore,Divorced,1,2021-05-08,94,25,25132.89,1,4,4,144,At Risk
CUST10285,Suhana Rau,advik12@tara-warrior.com,Not Disclosed,59,Chennai,Widowed,2,2022-04-08,12,25,30398.51,4,4,5,445,Loyal Customers
CUST10286,Pranay Uppal,hiran18@gmail.com,Male,69,Lucknow,Married,0,2024-02-03,9,24,20066.02,5,3,2,532,Other
CUST10287,Alia Keer,gokul08@gmail.com,Female,73,Bangalore,Single,2,2022-07-06,30,28,29505.89,3,5,5,355,Big Spenders
CUST10288,Misha Tailor,adhar@deol.com,Not Disclosed,38,Kolkata,Divorced,0,2023-11-06,41,22,19385.53,3,2,2,322,Other
CUST10289,Faiyaz Bawa,nbath@yahoo.com,Not Disclosed,75,Mumbai,Widowed,1,2022-12-24,34,21,18164.57,3,2,2,322,Other
CUST10290,Khushi Vohra,jayanbala@bhardwaj.com,Female,36,Chennai,Widowed,2,2022-10-29,8,33,32842.08,5,5,5,555,Best Customers
CUST10291,Suhana Srinivasan,hazelborde@verma.com,Male,58,Lucknow,Married,0,2022-12-08,43,18,20962.68,2,1,2,212,Lost Customers
CUST10292,Prisha Trivedi,mannat24@hotmail.com,Not Disclosed,25,Jaipur,Married,1,2022-09-19,72,23,25271.47,2,3,4,234,At Risk
CUST10293,Darshit Varty,apteadah@hotmail.com,Not Disclosed,49,Chennai,Single,4,2024-01-11,11,18,16185.49,4,1,1,411,Other
CUST10294,Aarna Kamdar,lakshitsodhi@badal.biz,Male,48,Hyderabad,Widowed,2,2021-10-10,76,17,14302.2,2,1,1,211,Lost Customers
CUST10295,Sumer Goel,vritikachowdhury@tailor.com,Male,43,Hyderabad,Single,0,2024-03-08,32,23,20208.21,3,3,2,332,Other
CUST10296,Samarth Talwar,onkarbrahmbhatt@walla.biz,Female,60,Hyderabad,Widowed,2,2020-11-10,125,19,17165.6,1,2,1,121,Lost Customers
CUST10297,Piya Setty,qdugal@dhingra.com,Female,49,Hyderabad,Widowed,1,2021-01-11,36,18,14440.26,3,1,1,311,Other
CUST10298,Nitara Badal,bloyal@gmail.com,Not Disclosed,25,Lucknow,Widowed,3,2023-07-05,9,29,26857.73,5,5,4,554,Loyal Customers
CUST10299,Neelofar Bawa,hchaudhry@yahoo.com,Male,27,Mumbai,Widowed,1,2021-07-23,91,20,23217.47,1,2,3,123,Lost Customers
CUST10300,Nirvaan Korpal,charvigola@rout.org,Male,59,Delhi,Married,1,2020-12-28,183,22,18116.19,1,2,1,121,Lost Customers
CUST10301,Ishita Kade,jvig@bhatt-balasubramanian.com,Female,60,Jaipur,Divorced,3,2022-06-01,29,25,30995.96,3,4,5,345,Big Spenders
CUST10302,Navya Batta,anvi96@kumar-thakkar.com,Male,51,Delhi,Divorced,0,2022-03-24,68,20,19644.81,2,2,2,222,Lost Customers
CUST10303,Jhanvi Saxena,mandnitara@hotmail.com,Female,69,Hyderabad,Widowed,4,2021-12-17,21,15,16470.4,4,1,1,411,Other
CUST10304,Trisha Goyal,suhana14@gmail.com,Not Disclosed,69,Hyderabad,Widowed,3,2024-06-12,2,20,18496.13,5,2,2,522,Other
CUST10305,Yuvraj  Sastry,khatrikeya@hotmail.com,Not Disclosed,29,Chennai,Married,0,2023-12-28,1,22,20016.68,5,2,2,522,Other
CUST10306,Ayesha Suresh,guhazaina@jha.com,Not Disclosed,53,Bangalore,Married,1,2021-02-15,10,17,14432.63,5,1,1,511,New Customers
CUST10307,Amani Barman,ghosetiya@gmail.com,Male,50,Hyderabad,Widowed,0,2021-08-21,50,32,31478.9,2,5,5,255,Big Spenders
CUST10308,Azad Master,ryan18@yahoo.com,Male,51,Hyderabad,Single,0,2020-11-12,8,24,26316.02,5,3,4,534,Other
CUST10309,Shaan Varty,eshani35@dada.com,Female,25,Lucknow,Single,1,2023-03-20,4,24,23864.97,5,3,3,533,Other
CUST10310,Heer Edwin,sahaanya@yahoo.com,Not Disclosed,24,Pune,Single,4,2021-11-23,40,16,14499.86,3,1,1,311,Other
CUST10311,Hunar Dara,dayalyakshit@biswas.net,Male,67,Mumbai,Single,4,2024-04-15,45,25,25459.65,2,4,4,244,At Risk
CUST10312,Saksham Hans,armaankapoor@iyer.com,Female,47,Ahmedabad,Widowed,0,2024-06-18,21,28,35451.32,4,5,5,455,Loyal Customers
CUST10313,Saira Ray,fganguly@gmail.com,Male,53,Chennai,Widowed,4,2023-11-10,8,21,23931.46,5,2,3,523,Other
CUST10314,Fateh Lala,mahluwalia@gmail.com,Female,53,Bangalore,Widowed,2,2020-11-15,54,15,18672.7,2,1,2,212,Lost Customers
CUST10315,Hrishita Bhakta,dararyan@lad.com,Male,49,Ahmedabad,Divorced,3,2022-07-10,4,17,15115.08,5,1,1,511,New Customers
CUST10316,Prerak Ghosh,badal00@hotmail.com,Female,54,Ahmedabad,Married,2,2024-06-09,8,22,18596.31,5,2,2,522,Other
CUST10317,Arnav Chauhan,alisha41@samra.com,Not Disclosed,23,Chennai,Divorced,3,2023-11-24,108,16,16497.14,1,1,1,111,Lost Customers
CUST10318,Myra Zachariah,kannansamiha@mammen.info,Female,34,Ahmedabad,Divorced,1,2020-09-13,36,29,27981.69,3,5,5,355,Big Spenders
CUST10319,Mamooty Biswas,viswanathanhiran@mani-basak.net,Not Disclosed,47,Mumbai,Married,4,2021-04-23,152,21,21905.18,1,2,3,123,Lost Customers
CUST10320,Kartik Issac,sumer48@vohra-jaggi.net,Female,32,Hyderabad,Single,2,2022-11-13,2,29,31877.22,5,5,5,555,Best Customers
CUST10321,Ranbir Basu,zmanda@yohannan.com,Not Disclosed,57,Hyderabad,Widowed,2,2022-10-28,126,22,22256.43,1,2,3,123,Lost Customers
CUST10322,Ela Bal,madhupdutta@yahoo.com,Male,54,Bangalore,Widowed,1,2022-10-23,33,17,18342.27,3,1,2,312,Other
CUST10323,Samiha Tiwari,surprisha@gmail.com,Male,23,Delhi,Married,2,2020-09-30,34,25,25091.57,3,4,4,344,Other
CUST10324,Inaaya  Hayer,choprakartik@yahoo.com,Male,19,Kolkata,Widowed,1,2021-02-17,248,22,15207.19,1,2,1,121,Lost Customers
CUST10325,Rohan Lad,kanav88@loke.com,Male,55,Lucknow,Married,2,2023-07-31,6,25,25205.83,5,4,4,544,Loyal Customers
CUST10326,Anvi Butala,swalia@borra.com,Not Disclosed,22,Hyderabad,Widowed,0,2020-12-12,23,25,29754.95,4,4,5,445,Loyal Customers
CUST10327,Anika Chahal,qtak@venkatesh.biz,Male,60,Kolkata,Divorced,2,2023-08-03,39,23,20183.58,3,3,2,332,Other
CUST10328,Chirag Bhatt,gkoshy@hotmail.com,Male,32,Ahmedabad,Married,1,2024-04-14,38,22,18712.44,3,2,2,322,Other
CUST10329,Keya Dash,yuvaan56@hotmail.com,Not Disclosed,36,Delhi,Divorced,0,2022-02-20,7,31,29564.45,5,5,5,555,Best Customers
CUST10330,Miraya Verma,piyavig@rau.com,Female,19,Ahmedabad,Single,2,2021-07-19,98,23,18284.31,1,3,2,132,At Risk
CUST10331,Khushi Koshy,hyohannan@sabharwal.info,Female,34,Lucknow,Single,0,2020-09-07,39,29,26956.12,3,5,4,354,Other
CUST10332,Shamik Sandhu,khushi89@bhattacharyya-mangal.com,Female,28,Bangalore,Single,0,2022-01-25,103,24,19041.32,1,3,2,132,At Risk
CUST10333,Saanvi Kant,yshere@krishna.com,Female,58,Lucknow,Married,2,2022-05-27,48,17,16183.95,2,1,1,211,Lost Customers
CUST10334,Anay Mandal,mishti82@din.com,Not Disclosed,50,Kolkata,Single,3,2021-10-17,7,21,24120.74,5,2,3,523,Other
CUST10335,Umang Iyengar,qsalvi@gmail.com,Not Disclosed,31,Kolkata,Married,2,2021-04-19,151,23,22535.25,1,3,3,133,At Risk
CUST10336,Jivika Barman,andraranbir@desai.com,Not Disclosed,34,Mumbai,Single,2,2022-12-20,47,25,23750.21,2,4,3,243,At Risk
CUST10337,Miraya Sekhon,karanshlok@gmail.com,Not Disclosed,42,Pune,Married,0,2022-11-11,34,17,13154.14,3,1,1,311,Other
CUST10338,Shray Shah,kannandrishya@hegde.com,Not Disclosed,28,Jaipur,Married,3,2024-03-06,20,24,27838.98,4,3,5,435,Big Spenders
CUST10339,Vivaan Bahri,aarush78@lall.biz,Female,67,Kolkata,Widowed,0,2021-07-24,31,28,28088.33,3,5,5,355,Big Spenders
CUST10340,Pari Lad,arnavramakrishnan@hotmail.com,Male,60,Bangalore,Married,1,2021-07-09,69,18,18865.08,2,1,2,212,Lost Customers
CUST10341,Yakshit Kumer,ahana-59@gmail.com,Female,66,Mumbai,Widowed,0,2022-03-07,52,26,26182.71,2,4,4,244,At Risk
CUST10342,Sana Shere,adahbuch@hotmail.com,Not Disclosed,52,Chennai,Married,0,2020-11-27,30,24,29582.62,3,3,5,335,Big Spenders
CUST10343,Priyansh Jhaveri,shray76@hotmail.com,Not Disclosed,65,Mumbai,Widowed,2,2022-09-27,41,14,11823.91,3,1,1,311,Other
CUST10344,Nakul Gola,akarsh14@vora.com,Male,29,Lucknow,Married,2,2022-03-05,48,23,27523.82,2,3,4,234,At Risk
CUST10345,Ayesha Anand,obhakta@bhalla.com,Female,51,Chennai,Married,0,2023-11-07,8,28,28009.44,5,5,5,555,Best Customers
CUST10346,Divit Kaur,balakrishnanpurab@gmail.com,Not Disclosed,74,Lucknow,Single,1,2021-04-23,28,15,16081.25,3,1,1,311,Other
CUST10347,Seher Rege,kimaya71@yogi-dutta.biz,Male,47,Mumbai,Married,3,2022-10-29,3,27,27264.44,5,4,4,544,Loyal Customers
CUST10348,Riaan Barman,wmand@kale-savant.biz,Female,48,Mumbai,Single,4,2024-07-22,6,23,21882.21,5,3,3,533,Other
CUST10349,Kabir Borra,sumer61@rajagopalan.org,Not Disclosed,43,Delhi,Widowed,2,2023-01-27,187,17,19554.46,1,1,2,112,Lost Customers
CUST10350,Hunar Singhal,anvisarraf@gola.net,Not Disclosed,59,Ahmedabad,Widowed,0,2024-05-31,3,13,12931.73,5,1,1,511,New Customers
CUST10351,Trisha Chaudry,siyabiswas@hotmail.com,Female,48,Mumbai,Widowed,0,2024-06-14,28,25,24787.75,3,4,4,344,Other
CUST10352,Ayesha Gill,aroratushar@brahmbhatt.biz,Female,55,Chennai,Married,1,2022-04-11,96,31,32522.82,1,5,5,155,Big Spenders
CUST10353,Aaryahi Raju,vyogi@gmail.com,Not Disclosed,72,Ahmedabad,Single,3,2022-06-18,53,23,31410.55,2,3,5,235,Big Spenders
CUST10354,Urvi Boase,divijagrawal@gmail.com,Female,44,Kolkata,Single,1,2023-02-03,33,23,24639.65,3,3,4,334,Other
CUST10355,Ranbir Chatterjee,isaxena@hotmail.com,Male,20,Lucknow,Single,0,2020-09-04,77,28,26167.15,2,5,4,254,At Risk
CUST10356,Ivana Handa,pkata@seth.com,Female,39,Chennai,Single,2,2021-09-23,14,22,18417.12,4,2,2,422,Other
CUST10357,Mohanlal Sastry,dhillonshray@hotmail.com,Not Disclosed,22,Pune,Single,2,2021-02-22,45,25,26103.07,2,4,4,244,At Risk
CUST10358,Rania Rao,keya08@yahoo.com,Female,39,Jaipur,Single,3,2024-04-01,50,25,24876.32,2,4,4,244,At Risk
CUST10359,Rania Sibal,rvarma@sachdev.biz,Female,41,Hyderabad,Married,3,2024-06-26,20,20,17738.94,4,2,1,421,Other
CUST10360,Jivika Wadhwa,somanivana@jayaraman.com,Male,55,Delhi,Widowed,1,2023-09-14,35,23,23409.42,3,3,3,333,Other
CUST10361,Hridaan Swamy,ptata@gmail.com,Not Disclosed,44,Chennai,Divorced,3,2022-04-18,95,28,28268.23,1,5,5,155,Big Spenders
CUST10362,Samaira Din,soodvihaan@hotmail.com,Not Disclosed,41,Mumbai,Single,2,2023-12-05,48,22,26819.54,2,2,4,224,Lost Customers
CUST10363,Hunar Edwin,khegde@yogi.net,Male,70,Ahmedabad,Widowed,1,2024-07-28,44,16,17746.75,2,1,1,211,Lost Customers
CUST10364,Lavanya Raja,vihaan70@hotmail.com,Not Disclosed,68,Lucknow,Single,0,2024-05-18,8,21,18791.39,5,2,2,522,Other
